"","created_on","l5","bedrooms","bathrooms","surface_total","surface_covered","price","property_type"
"67814","2021-01-11","Surquillo",5,3,245,167,355000,"Casa"
"67818","2021-01-11","Breña",6,4,400,374,485000,"Casa"
"67909","2021-07-09","Chorrillos",2,1,130,176,200000,"Casa"
"67913","2021-07-09","Ate",4,2,379,226,270000,"Casa"
"67914","2021-07-09","San Juan de Lurigancho",8,2,200,90,80000,"Casa"
"67920","2021-07-09","Lima Cercado",3,2,208,104,119000,"Departamento"
"67921","2021-07-09","Santiago de Surco",3,2,75,75,120000,"Departamento"
"67926","2021-07-09","Santiago de Surco",3,4,120,146,300000,"Departamento"
"67928","2021-07-09","San Isidro",7,5,250,500,1675000,"Casa"
"67930","2021-07-09","Santiago de Surco",3,5,245,245,540000,"Departamento"
"67933","2021-07-09","Villa el Salvador",15,10,540,108,350000,"Casa"
"68096","2021-03-04","Pueblo Libre",3,2,68,68,119500,"Departamento"
"68097","2021-03-04","San Borja",3,1,77,77,85000,"Departamento"
"68098","2021-03-04","San Miguel",3,2,77,77,115000,"Departamento"
"68099","2021-03-04","San Borja",3,4,78,191,375000,"Departamento"
"68100","2021-03-04","Santiago de Surco",3,2,79,85,140000,"Departamento"
"68109","2021-03-04","San Isidro",4,4,150,150,352000,"Departamento"
"68110","2021-03-04","San Isidro",4,4,150,150,352000,"Departamento"
"68112","2021-03-04","San Isidro",3,3,177,91,275000,"Departamento"
"68113","2021-03-04","Ancón",4,3,196,196,165000,"Departamento"
"68241","2020-11-02","La Molina",4,4,280,220,330000,"Casa"
"68242","2020-11-02","La Molina",3,2,98,98,160000,"Departamento"
"68244","2020-11-02","San Borja",3,4,107,107,214000,"Departamento"
"68301","2020-11-02","San Miguel",3,2,74,96,115188,"Departamento"
"68305","2020-11-02","San Miguel",1,1,22,34,37732,"Departamento"
"68306","2020-11-02","San Miguel",2,1,50,64,76882,"Departamento"
"68340","2020-11-02","Villa el Salvador",4,1,95,142,82000,"Casa"
"68349","2020-11-02","San Juan de Miraflores",2,1,54,54,42000,"Departamento"
"68353","2020-11-02","San Juan de Miraflores",2,1,68,69,48000,"Departamento"
"68464","2021-05-25","Lince",2,2,92,92,170000,"Departamento"
"68478","2021-05-25","Los Olivos",2,1,64,64,75000,"Departamento"
"68479","2021-05-25","Lurigancho",10,10,800,400,800000,"Casa"
"68509","2021-05-25","San Juan de Lurigancho",7,3,300,120,260000,"Casa"
"68836","2021-03-02","Comas",9,6,99,105,280000,"Casa"
"68837","2021-03-02","Lince",3,1,113,113,139000,"Departamento"
"68847","2021-03-02","San Borja",2,3,94,94,198000,"Departamento"
"68855","2021-03-02","Lima Cercado",3,1,96,96,75000,"Departamento"
"68858","2021-03-02","Jesús María",2,2,44,44,96000,"Departamento"
"68862","2021-03-02","San Juan de Miraflores",5,4,192,140,150000,"Casa"
"68933","2021-01-22","La Molina",6,5,500,560,595000,"Casa"
"68937","2021-01-22","San Isidro",3,4,290,360,850000,"Casa"
"68953","2021-01-22","Santiago de Surco",8,4,272,200,350000,"Casa"
"68957","2021-01-22","San Martín de Porres",4,2,230,160,290000,"Casa"
"69142","2021-01-22","Ate",3,2,91,91,128000,"Departamento"
"69147","2021-01-22","Lince",3,2,94,94,150000,"Departamento"
"69175","2021-01-22","Surquillo",1,1,79,79,100000,"Departamento"
"69201","2021-01-22","Miraflores",3,3,144,175,348000,"Departamento"
"69270","2021-01-22","Santiago de Surco",2,2,79,79,120000,"Departamento"
"69275","2021-01-22","San Martín de Porres",3,2,71,71,93000,"Departamento"
"69423","2021-01-20","Carabayllo",3,2,84,207,180000,"Casa"
"69429","2021-01-20","Chorrillos",5,3,180,150,250000,"Casa"
"69457","2021-01-20","San Miguel",3,2,83,83,215000,"Departamento"
"69470","2021-01-20","Punta Negra",9,6,186,108,150000,"Casa"
"69484","2021-01-20","Jesús María",3,2,85,85,160000,"Departamento"
"69485","2021-01-20","Puente Piedra",7,6,278,139,95000,"Casa"
"69490","2021-01-20","Santiago de Surco",5,5,293,204,500000,"Casa"
"69493","2021-01-20","Santiago de Surco",3,3,150,150,265000,"Departamento"
"69494","2021-01-20","Santiago de Surco",4,5,205,416,840000,"Casa"
"69500","2021-01-20","Santiago de Surco",4,4,300,400,640000,"Departamento"
"69501","2021-01-20","Santiago de Surco",3,1,131,153,215000,"Departamento"
"69508","2021-01-20","San Juan de Lurigancho",2,1,80,80,65000,"Departamento"
"69681","2021-05-15","Barranco",3,1,73,73,100000,"Departamento"
"69682","2021-05-15","San Juan de Miraflores",5,3,147,163,130000,"Departamento"
"69770","2021-04-06","Miraflores",4,4,248,248,792000,"Casa"
"69793","2021-04-06","Santiago de Surco",2,1,75,75,150000,"Departamento"
"69794","2021-04-06","Santiago de Surco",2,1,75,75,150000,"Departamento"
"70133","2020-08-11","Surquillo",1,1,45,45,80000,"Departamento"
"70134","2020-08-11","Surquillo",1,1,45,45,80000,"Departamento"
"70135","2020-08-11","San Isidro",1,1,45,45,144356,"Departamento"
"70136","2020-08-11","San Isidro",1,1,47,47,131764,"Departamento"
"70145","2020-08-11","San Miguel",3,1,67,68,94640,"Departamento"
"70146","2020-08-11","Comas",2,1,80,80,60000,"Departamento"
"70148","2020-08-11","San Juan de Lurigancho",3,1,135,135,100000,"Departamento"
"70220","2020-08-11","San Miguel",2,2,56,63,91912,"Departamento"
"70221","2020-08-11","San Isidro",2,2,62,62,185911,"Departamento"
"70222","2020-08-11","San Isidro",2,2,66,66,196156,"Departamento"
"70223","2020-08-11","San Miguel",3,2,68,86,115575,"Departamento"
"70224","2020-08-11","San Miguel",3,2,69,69,96320,"Departamento"
"70225","2020-08-11","San Miguel",3,2,70,71,100205,"Departamento"
"70226","2020-08-11","Surquillo",2,2,70,70,148000,"Departamento"
"70227","2020-08-11","San Miguel",2,2,71,83,115050,"Departamento"
"70228","2020-08-11","San Miguel",3,2,71,72,100205,"Departamento"
"70229","2020-08-11","San Isidro",2,2,71,71,212196,"Departamento"
"70232","2020-08-11","Jesús María",3,2,80,80,168000,"Departamento"
"70233","2020-08-11","Carabayllo",3,2,80,90,55000,"Departamento"
"70234","2020-08-11","La Molina",3,2,84,84,120000,"Departamento"
"70235","2020-08-11","Comas",3,2,88,90,56000,"Departamento"
"70237","2020-08-11","Ate",3,2,90,103,130000,"Departamento"
"70240","2020-08-11","Los Olivos",3,2,91,91,103920,"Departamento"
"70251","2020-08-11","San Isidro",3,2,140,140,360000,"Departamento"
"70298","2020-08-11","San Borja",4,3,258,297,525000,"Casa"
"70299","2020-08-11","Villa el Salvador",5,3,280,280,125000,"Casa"
"70300","2020-08-11","San Borja",3,3,300,300,530000,"Casa"
"70301","2020-08-11","San Miguel",2,3,78,118,147412,"Departamento"
"70302","2020-08-11","San Miguel",2,3,80,119,138838,"Departamento"
"70304","2020-08-11","Santiago de Surco",2,3,102,102,185000,"Departamento"
"70313","2020-08-11","Pueblo Libre",0,3,645,480,1200000,"Casa"
"70314","2020-08-11","San Isidro",3,3,138,138,310000,"Departamento"
"70318","2020-08-11","Santa Maria Del Mar",3,3,154,154,260000,"Departamento"
"70320","2020-08-11","Santiago de Surco",4,3,187,227,255000,"Departamento"
"70321","2020-08-11","San Juan de Miraflores",6,3,200,200,240000,"Casa"
"70364","2020-08-11","Santa Maria Del Mar",3,4,158,267,380000,"Departamento"
"70368","2020-08-11","Lurín",4,4,241,1162,480000,"Casa"
"70386","2020-08-11","Santiago de Surco",4,5,280,302,610000,"Casa"
"70387","2020-08-11","La Molina",4,5,400,400,700000,"Casa"
"70390","2020-08-11","Los Olivos",8,6,400,120,230000,"Casa"
"70392","2020-08-11","La Molina",5,7,387,315,650000,"Casa"
"70546","2020-09-20","Chorrillos",2,3,100,100,95000,"Departamento"
"70549","2020-09-20","Chorrillos",2,3,100,100,95000,"Departamento"
"70550","2020-09-20","Miraflores",2,2,81,81,165000,"Departamento"
"70551","2020-09-20","San Isidro",2,2,79,79,158000,"Departamento"
"70552","2020-09-20","San Juan de Miraflores",2,4,208,106,210000,"Casa"
"70557","2020-09-20","Breña",3,3,110,173,100000,"Departamento"
"70560","2020-09-20","Surquillo",3,2,116,116,165000,"Departamento"
"70561","2020-09-20","Miraflores",3,4,120,120,265000,"Departamento"
"70563","2020-09-20","San Isidro",3,4,290,360,890000,"Casa"
"70564","2020-09-20","San Isidro",3,4,240,270,650000,"Departamento"
"70565","2020-09-20","San Isidro",3,3,138,138,310000,"Departamento"
"70566","2020-09-20","San Isidro",3,3,140,140,310000,"Departamento"
"70567","2020-09-20","San Isidro",3,4,152,152,425850,"Departamento"
